SUBJECT|ANT_E|ANT_E_BUCKET|RECALL|TRIAL|DATE|TIME|CONDITION|STIMULUS|PROFILE|SINGLE_OCC|HIGH_SPEED|INTELL_MATCH|INTELL_VISBL|SPEED_VISBL|OCC_VISBL|DECISION_POSSBL|SHOT|ERROR|DECISION_TIME|REACTION_TIME|FEEDBACK_TIME|HIT|MISS|CR|FA
1|1|1|1|1|18042013|11:19:00|1|36.WA(1,1,WA).avi|1,1,1|1|1|1|2500|10500|8100|8100|WAHR|0|15488|7388|15007|1|0|0|0
1|1|1|1|2|18042013|11:19:00|1|05.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|14773|4673|9463|0|0|1|0
1|1|1|1|3|18042013|11:20:00|1|45.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|FALSCH|0|14925|2925|3202|0|0|1|0
1|1|1|1|4|18042013|11:20:00|1|20.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|13296|3196|2463|0|0|1|0
1|1|1|1|5|18042013|11:21:00|1|41.BV(1,1,BV).avi|1,1,1|1|1|1|2500|11500|11500|11500|WAHR|0|15320|3820|2459|1|0|0|0
1|1|1|1|6|18042013|11:21:00|1|48.OS(1,1,OS).avi|1,1,1|1|1|1|1500|11000|9800|9800|WAHR|0|13309|3509|2561|1|0|0|0
1|1|1|1|7|18042013|11:21:00|1|11.OS(0,1,WA).avi|0,1,0|0|1|0|1500|10000|7300|7300|FALSCH|0|10630|3330|1652|0|0|1|0
1|1|1|1|8|18042013|11:22:00|1|16.WA(0,1,OS).avi|0,1,0|0|1|0|5000|11000|10000|10000|FALSCH|0|13704|3704|3399|0|0|1|0
1|1|1|1|9|18042013|11:22:00|1|36.WA(1,1,WA).avi|1,1,1|1|1|1|2500|10500|8100|8100|WAHR|0|12361|4261|2859|1|0|0|0
1|1|1|1|10|18042013|11:22:00|1|20.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|12897|2797|2733|0|0|1|0
1|1|1|1|11|18042013|11:22:00|1|33.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|11640|2140|1743|0|0|1|0
1|1|1|1|12|18042013|11:23:00|1|24.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|FALSCH|1|14850|4151|15015|0|1|0|0
1|1|1|1|13|18042013|11:23:00|1|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|WAHR|1|11732|-2768|3633|0|0|0|1
1|1|1|1|14|18042013|11:24:00|1|13.OS(1,1,WA).avi|1,1,0|1|1|0|1500|11000|9800|11000|WAHR|0|11403|403|5374|1|0|0|0
1|1|1|1|15|18042013|11:24:00|1|08.BV(1,1,WA).avi|1,1,0|1|1|0|2500|11500|11500|11500|WAHR|0|13009|1509|5211|1|0|0|0
1|1|1|1|16|18042013|11:25:00|1|31.WA(0,0,BV).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|11360|1860|2954|0|0|1|0
1|1|1|1|17|18042013|11:25:00|1|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|FALSCH|1|12706|4906|6624|0|1|0|0
1|1|1|1|18|18042013|11:25:00|1|40.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|15777|1277|3598|0|0|1|0
1|1|1|1|19|18042013|11:26:00|1|33.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|11025|1525|1140|0|0|1|0
1|1|1|1|20|18042013|11:26:00|1|15.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|10049|2749|5881|0|0|1|0
1|1|1|1|21|18042013|11:27:00|1|25.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|WAHR|1|12921|2621|3493|0|0|0|1
1|1|1|1|22|18042013|11:27:00|1|23.BV(1,1,OS).avi|1,1,0|1|1|0|2500|11500|11500|11500|WAHR|0|13736|2236|6628|1|0|0|0
1|1|1|1|23|18042013|11:27:00|1|35.WA(1,1,WA).avi|1,1,1|1|1|1|2000|10500|8100|8100|WAHR|0|12057|3957|1242|1|0|0|0
1|1|1|1|24|18042013|11:28:00|1|23.BV(1,1,OS).avi|1,1,0|1|1|0|2500|11500|11500|11500|WAHR|0|12865|1365|1887|1|0|0|0
1|1|1|1|25|18042013|11:28:00|1|03.WA(1,1,BV).avi|1,1,0|1|1|0|2500|10500|8100|10500|WAHR|0|11880|1380|1506|1|0|0|0
1|1|1|1|26|18042013|11:28:00|1|39.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|17582|3082|2646|0|0|1|0
1|1|1|1|27|18042013|11:29:00|1|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|17345|2845|4606|0|0|1|0
1|1|1|1|28|18042013|11:29:00|1|44.OS(0,0,BV).avi|0,0,0|0|0|0|2500|12500|12000|12000|FALSCH|0|17705|5705|9623|0|0|1|0
1|1|1|1|29|18042013|11:30:00|1|01.WA(0,1,BV).avi|0,1,0|0|1|0|5000|11000|10000|10000|FALSCH|0|11961|1961|2355|0|0|1|0
1|1|1|1|30|18042013|11:30:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|WAHR|1|14010|510|6085|0|0|0|1
1|1|1|1|31|18042013|11:30:00|1|43.OS(0,0,WA).avi|0,0,0|0|0|0|2500|12500|12000|12000|WAHR|1|16136|4136|6246|0|0|0|1
1|1|1|1|32|18042013|11:31:00|1|22.BV(1,0,OS).avi|1,0,0|1|0|0|2500|12000|10699|12000|WAHR|1|15552|3552|12288|0|0|0|1
1|1|1|1|33|18042013|11:31:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|WAHR|0|17216|6916|2266|1|0|0|0
1|1|1|1|34|18042013|11:32:00|1|31.WA(0,0,BV).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|11033|1533|1886|0|0|1|0
1|1|1|1|35|18042013|11:32:00|1|43.OS(0,0,WA).avi|0,0,0|0|0|0|2500|12500|12000|12000|WAHR|1|14863|2863|1472|0|0|0|1
1|1|1|1|36|18042013|11:32:00|1|25.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|FALSCH|0|13417|3117|1714|0|0|1|0
1|1|1|1|37|18042013|11:33:00|1|32.WA(0,0,OS).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|11249|1749|1233|0|0|1|0
1|1|1|1|38|18042013|11:33:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|WAHR|1|14761|1261|2646|0|0|0|1
1|1|1|1|39|18042013|11:33:00|1|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|FALSCH|1|11382|3582|4865|0|1|0|0
1|1|1|1|40|18042013|11:34:00|1|05.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|11737|1637|1309|0|0|1|0
1|1|1|1|41|18042013|11:34:00|1|04.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|FALSCH|1|14217|3917|1820|0|1|0|0
1|1|1|1|42|18042013|11:34:00|1|44.OS(0,0,BV).avi|0,0,0|0|0|0|2500|12500|12000|12000|WAHR|1|16377|4377|3241|0|0|0|1
1|1|1|1|43|18042013|11:35:00|1|10.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|FALSCH|0|13441|3141|1806|0|0|1|0
1|1|1|1|44|18042013|11:35:00|1|44.OS(0,0,BV).avi|0,0,0|0|0|0|2500|12500|12000|12000|WAHR|1|15577|3577|1469|0|0|0|1
1|1|1|1|45|18042013|11:35:00|1|06.BV(0,1,WA).avi|0,1,0|0|1|0|3000|10500|10199|10199|FALSCH|0|11617|1418|982|0|0|1|0
1|1|1|1|46|18042013|11:36:00|1|09.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|FALSCH|1|14426|3727|6029|0|1|0|0
1|1|1|1|47|18042013|11:36:00|1|10.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|WAHR|1|13265|2965|1267|0|0|0|1
1|1|1|1|48|18042013|11:37:00|1|24.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|FALSCH|1|15944|5245|13950|0|1|0|0
1|1|1|1|49|18042013|11:37:00|1|01.WA(0,1,BV).avi|0,1,0|0|1|0|5000|11000|10000|10000|FALSCH|0|12745|2745|1213|0|0|1|0
1|1|1|1|50|18042013|11:37:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|WAHR|1|13953|453|2110|0|0|0|1
1|1|1|1|51|18042013|11:38:00|1|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|14176|676|921|0|0|1|0
1|1|1|1|52|18042013|11:38:00|1|10.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|FALSCH|0|12033|1733|1716|0|0|1|0
1|1|1|1|53|18042013|11:38:00|1|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|WAHR|1|13958|458|9411|0|0|0|1
1|1|1|1|54|18042013|11:39:00|1|22.BV(1,0,OS).avi|1,0,0|1|0|0|2500|12000|10699|12000|WAHR|1|12569|569|5373|0|0|0|1
1|1|1|1|55|18042013|11:39:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|FALSCH|1|15593|5293|15002|0|1|0|0
1|1|1|1|56|18042013|11:40:00|1|30.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|9609|2309|2481|0|0|1|0
1|1|1|1|57|18042013|11:40:00|1|27.OS(1,0,BV).avi|1,0,0|1|0|0|1500|12000|7800|12000|WAHR|1|10329|-1671|9193|0|0|0|1
1|1|1|1|58|18042013|11:41:00|1|32.WA(0,0,OS).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|11009|1509|1715|0|0|1|0
1|1|1|1|59|18042013|11:41:00|1|04.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|FALSCH|1|14009|3709|3759|0|1|0|0
1|1|1|1|60|18042013|11:41:00|1|37.BV(0,0,WA).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|17577|3077|1508|0|0|1|0
1|1|1|1|61|18042013|11:42:00|1|32.WA(0,0,OS).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|11208|1708|1009|0|0|1|0
1|1|1|1|62|18042013|11:42:00|1|15.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|9481|2181|822|0|0|1|0
1|1|1|1|63|18042013|11:42:00|1|31.WA(0,0,BV).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|10953|1453|1040|0|0|1|0
1|1|1|1|64|18042013|11:42:00|1|07.BV(1,0,WA).avi|1,0,0|1|0|0|2500|12000|10699|12000|FALSCH|0|14481|2481|1322|0|0|1|0
1|1|1|1|65|18042013|11:43:00|1|24.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|WAHR|0|12041|1342|1321|1|0|0|0
1|1|1|1|66|18042013|11:43:00|1|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|11154|3354|1327|1|0|0|0
1|1|1|1|67|18042013|11:43:00|1|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|16609|2109|929|0|0|1|0
1|1|1|1|68|18042013|11:44:00|1|25.BV(0,1,BV).avi|0,1,1|0|1|1|1500|12000|10300|10300|FALSCH|0|11473|1173|1696|0|0|1|0
1|1|1|1|69|18042013|11:44:00|1|15.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|8649|1349|907|0|0|1|0
1|1|1|1|70|18042013|11:44:00|1|12.OS(1,0,WA).avi|1,0,0|1|0|0|1500|12000|7800|12000|FALSCH|0|11001|-999|1537|0|0|1|0
1|1|1|1|71|18042013|11:44:00|1|14.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|9273|1473|1087|1|0|0|0
1|1|1|1|72|18042013|11:45:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|FALSCH|1|14599|4299|1121|0|1|0|0
1|1|1|1|73|18042013|11:45:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|WAHR|1|14017|517|1361|0|0|0|1
1|1|1|1|74|18042013|11:45:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|WAHR|0|12601|2301|1177|1|0|0|0
1|1|1|1|75|18042013|11:46:00|1|14.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|9785|1985|1203|1|0|0|0
1|1|1|1|76|18042013|11:46:00|1|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|13240|-260|754|0|0|1|0
1|1|1|1|77|18042013|11:46:00|1|12.OS(1,0,WA).avi|1,0,0|1|0|0|1500|12000|7800|12000|FALSCH|0|10179|-1821|1215|0|0|1|0
1|1|1|1|78|18042013|11:46:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|12345|-1155|1629|0|0|1|0
1|1|1|1|79|18042013|11:47:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|WAHR|0|12145|1845|1174|1|0|0|0
1|1|1|1|80|18042013|11:47:00|1|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|11302|3502|1511|1|0|0|0
1|1|1|1|81|18042013|11:47:00|1|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|13889|389|1562|0|0|1|0
1|1|1|1|82|18042013|11:48:00|1|14.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|10417|2617|1208|1|0|0|0
1|1|1|1|83|18042013|11:48:00|1|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|14577|1077|945|0|0|1|0
2|1|1|1|1|19042013|11:39:00|2|18.WA(1,1,OS).avi|1,1,0|1|1|0|2500|10500|8100|10500|WAHR|0|15752|5252|15017|1|0|0|0
2|1|1|1|2|19042013|11:39:00|2|05.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|16082|5982|6322|0|0|1|0
2|1|1|1|3|19042013|11:40:00|2|33.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|16359|6859|5711|0|0|1|0
2|1|1|1|4|19042013|11:40:00|2|14.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|FALSCH|1|16468|8668|15007|0|1|0|0
2|1|1|1|5|19042013|11:41:00|2|03.WA(1,1,BV).avi|1,1,0|1|1|0|2500|10500|8100|10500|WAHR|0|14454|3954|5356|1|0|0|0
2|1|1|1|6|19042013|11:41:00|2|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|20944|7444|3457|0|0|1|0
2|1|1|1|7|19042013|11:42:00|2|36.WA(1,1,WA).avi|1,1,1|1|1|1|2500|10500|8100|8100|WAHR|0|13353|5253|3239|1|0|0|0
2|1|1|1|8|19042013|11:42:00|2|18.WA(1,1,OS).avi|1,1,0|1|1|0|2500|10500|8100|10500|WAHR|0|14563|4063|9930|1|0|0|0
2|1|1|1|9|19042013|11:43:00|2|34.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|12506|3006|3279|0|0|1|0
2|1|1|1|10|19042013|11:43:00|2|20.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|13582|3482|2431|0|0|1|0
2|1|1|1|11|19042013|11:43:00|2|12.OS(1,0,WA).avi|1,0,0|1|0|0|1500|12000|7800|12000|WAHR|1|15571|3571|15015|0|0|0|1
2|1|1|1|12|19042013|11:44:00|2|45.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|WAHR|1|17936|5936|5621|0|0|0|1
2|1|1|1|13|19042013|11:44:00|2|34.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|15796|6296|2690|0|0|1|0
2|1|1|1|14|19042013|11:45:00|2|43.OS(0,0,WA).avi|0,0,0|0|0|0|2500|12500|12000|12000|FALSCH|0|22783|10783|2312|0|0|1|0
2|1|1|1|15|19042013|11:45:00|2|48.OS(1,1,OS).avi|1,1,1|1|1|1|1500|11000|9800|9800|WAHR|0|15229|5429|2285|1|0|0|0
2|1|1|1|16|19042013|11:46:00|2|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|19010|4510|7434|0|0|1|0
2|1|1|1|17|19042013|11:46:00|2|05.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|13813|3713|9671|0|0|1|0
2|1|1|1|18|19042013|11:47:00|2|43.OS(0,0,WA).avi|0,0,0|0|0|0|2500|12500|12000|12000|FALSCH|0|23400|11400|2735|0|0|1|0
2|1|1|1|19|19042013|11:47:00|2|20.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|13784|3684|1119|0|0|1|0
2|1|1|1|20|19042013|11:48:00|2|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|27267|13767|2265|0|0|1|0
2|1|1|1|21|19042013|11:48:00|2|47.OS(1,1,OS).avi|1,1,1|1|1|1|1500|11000|9800|9800|WAHR|0|14461|4661|2568|1|0|0|0
2|1|1|1|22|19042013|11:48:00|2|05.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|14949|4849|3428|0|0|1|0
2|1|1|1|23|19042013|11:49:00|2|12.OS(1,0,WA).avi|1,0,0|1|0|0|1500|12000|7800|12000|FALSCH|0|24572|12572|3394|0|0|1|0
2|1|1|1|24|19042013|11:49:00|2|11.OS(0,1,WA).avi|0,1,0|0|1|0|1500|10000|7300|7300|FALSCH|0|12147|4847|1633|0|0|1|0
2|1|1|1|25|19042013|11:50:00|2|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|23370|15570|3634|1|0|0|0
2|1|1|1|26|19042013|11:50:00|2|24.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|WAHR|0|21674|10975|2683|1|0|0|0
2|1|1|1|27|19042013|11:50:00|2|06.BV(0,1,WA).avi|0,1,0|0|1|0|3000|10500|10199|10199|FALSCH|0|13120|2921|2625|0|0|1|0
2|1|1|1|28|19042013|11:51:00|2|16.WA(0,1,OS).avi|0,1,0|0|1|0|5000|11000|10000|10000|FALSCH|0|14904|4904|3177|0|0|1|0
2|1|1|1|29|19042013|11:51:00|2|41.BV(1,1,BV).avi|1,1,1|1|1|1|2500|11500|11500|11500|WAHR|0|16309|4809|2385|1|0|0|0
2|1|1|1|30|19042013|11:52:00|2|18.WA(1,1,OS).avi|1,1,0|1|1|0|2500|10500|8100|10500|WAHR|0|14118|3618|3030|1|0|0|0
2|1|1|1|31|19042013|11:52:00|2|22.BV(1,0,OS).avi|1,0,0|1|0|0|2500|12000|10699|12000|FALSCH|0|21789|9789|2311|0|0|1|0
2|1|1|1|32|19042013|11:52:00|2|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|18097|3597|2747|0|0|1|0
2|1|1|1|33|19042013|11:53:00|2|41.BV(1,1,BV).avi|1,1,1|1|1|1|2500|11500|11500|11500|WAHR|0|15608|4108|1702|1|0|0|0
2|1|1|1|34|19042013|11:53:00|2|46.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|FALSCH|0|27945|15945|2808|0|0|1|0
2|1|1|1|35|19042013|11:54:00|2|23.BV(1,1,OS).avi|1,1,0|1|1|0|2500|11500|11500|11500|WAHR|0|15862|4362|1888|1|0|0|0
2|1|1|1|36|19042013|11:54:00|2|29.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|25185|17385|2353|1|0|0|0
2|1|1|1|37|19042013|11:55:00|2|17.WA(1,0,OS).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|25738|12238|1232|0|0|1|0
2|1|1|1|38|19042013|11:55:00|2|22.BV(1,0,OS).avi|1,0,0|1|0|0|2500|12000|10699|12000|FALSCH|0|20697|8697|2214|0|0|1|0
2|1|1|1|39|19042013|11:56:00|2|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|WAHR|0|25571|15271|1807|1|0|0|0
2|1|1|1|40|19042013|11:56:00|2|26.OS(0,1,BV).avi|0,1,0|0|1|0|1500|10000|7300|7300|FALSCH|0|11251|3951|2060|0|0|1|0
2|1|1|1|41|19042013|11:56:00|2|31.WA(0,0,BV).avi|0,0,0|0|0|0|4500|11000|9500|9500|FALSCH|0|16023|6523|2970|0|0|1|0
2|1|1|1|42|19042013|11:57:00|2|06.BV(0,1,WA).avi|0,1,0|0|1|0|3000|10500|10199|10199|FALSCH|0|13685|3486|1947|0|0|1|0
2|1|1|1|43|19042013|11:57:00|2|40.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|18799|4299|2039|0|0|1|0
2|1|1|1|44|19042013|11:58:00|2|09.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|WAHR|0|20633|9934|1839|1|0|0|0
2|1|1|1|45|19042013|11:58:00|2|39.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|19795|5295|2088|0|0|1|0
2|1|1|1|46|19042013|11:59:00|2|46.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|FALSCH|0|28215|16215|2360|0|0|1|0
4|4|3|1|1|19042013|13:19:00|1|03.WA(1,1,BV).avi|1,1,0|1|1|0|2500|10500|8100|10500|FALSCH|1|15262|4762|8992|0|1|0|0
4|4|3|1|2|19042013|13:19:00|1|18.WA(1,1,OS).avi|1,1,0|1|1|0|2500|10500|8100|10500|FALSCH|1|13501|3001|4485|0|1|0|0
4|4|3|1|3|19042013|13:20:00|1|15.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|WAHR|1|6750|-550|3380|0|0|0|1
4|4|3|1|4|19042013|13:20:00|1|20.WA(0,1,WA).avi|0,1,1|0|1|1|3500|10500|10100|10100|FALSCH|0|12339|2239|2364|0|0|1|0
4|4|3|1|5|19042013|13:20:00|1|39.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|16666|2166|1741|0|0|1|0
4|4|3|1|6|19042013|13:21:00|1|12.OS(1,0,WA).avi|1,0,0|1|0|0|1500|12000|7800|12000|FALSCH|0|12497|497|2085|0|0|1|0
4|4|3|1|7|19042013|13:21:00|1|07.BV(1,0,WA).avi|1,0,0|1|0|0|2500|12000|10699|12000|FALSCH|0|13705|1705|2476|0|0|1|0
4|4|3|1|8|19042013|13:21:00|1|08.BV(1,1,WA).avi|1,1,0|1|1|0|2500|11500|11500|11500|WAHR|0|14074|2574|2372|1|0|0|0
4|4|3|1|9|19042013|13:22:00|1|28.OS(1,1,BV).avi|1,1,0|1|1|0|1500|11000|9800|11000|WAHR|0|13535|2535|1151|1|0|0|0
4|4|3|1|10|19042013|13:22:00|1|44.OS(0,0,BV).avi|0,0,0|0|0|0|2500|12500|12000|12000|FALSCH|0|17334|5334|3148|0|0|1|0
4|4|3|1|11|19042013|13:22:00|1|19.WA(1,0,WA).avi|1,0,1|1|0|1|3000|13500|10300|10300|FALSCH|1|14930|4630|4516|0|1|0|0
4|4|3|1|12|19042013|13:23:00|1|24.BV(1,0,BV).avi|1,0,1|1|0|1|2500|12000|10699|10699|FALSCH|1|17705|7006|4899|0|1|0|0
4|4|3|1|13|19042013|13:23:00|1|42.BV(1,1,BV).avi|1,1,1|1|1|1|2500|11500|11500|11500|WAHR|0|13816|2316|1125|1|0|0|0
4|4|3|1|14|19042013|13:24:00|1|39.BV(0,0,BV).avi|0,0,1|0|0|1|2500|14500|15800|14500|FALSCH|0|16658|2158|1095|0|0|1|0
4|4|3|1|15|19042013|13:24:00|1|14.OS(1,0,OS).avi|1,0,1|1|0|1|1500|12000|7800|7800|WAHR|0|22689|14889|984|1|0|0|0
4|4|3|1|16|19042013|13:25:00|1|46.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|FALSCH|0|20856|8856|842|0|0|1|0
4|4|3|1|17|19042013|13:25:00|1|21.BV(0,1,OS).avi|0,1,0|0|1|0|3000|10500|10199|10199|FALSCH|0|11978|1779|1036|0|0|1|0
4|4|3|1|18|19042013|13:25:00|1|06.BV(0,1,WA).avi|0,1,0|0|1|0|3000|10500|10199|10199|FALSCH|0|11324|1125|783|0|0|1|0
4|4|3|1|19|19042013|13:25:00|1|13.OS(1,1,WA).avi|1,1,0|1|1|0|1500|11000|9800|11000|WAHR|0|13105|2105|909|1|0|0|0
4|4|3|1|20|19042013|13:26:00|1|33.WA(0,0,WA).avi|0,0,1|0|0|1|4500|11000|9500|9500|FALSCH|0|10465|965|860|0|0|1|0
4|4|3|1|21|19042013|13:26:00|1|38.BV(0,0,OS).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|14353|-147|1104|0|0|1|0
4|4|3|1|22|19042013|13:26:00|1|42.BV(1,1,BV).avi|1,1,1|1|1|1|2500|11500|11500|11500|WAHR|0|13305|1805|805|1|0|0|0
4|4|3|1|23|19042013|13:27:00|1|47.OS(1,1,OS).avi|1,1,1|1|1|1|1500|11000|9800|9800|WAHR|0|13185|3385|922|1|0|0|0
4|4|3|1|24|19042013|13:27:00|1|18.WA(1,1,OS).avi|1,1,0|1|1|0|2500|10500|8100|10500|FALSCH|1|12409|1909|1074|0|1|0|0
4|4|3|1|25|19042013|13:27:00|1|46.OS(0,0,OS).avi|0,0,1|0|0|1|2500|12500|12000|12000|FALSCH|0|19562|7562|892|0|0|1|0
4|4|3|1|26|19042013|13:28:00|1|37.BV(0,0,WA).avi|0,0,0|0|0|0|2500|14500|15800|14500|FALSCH|0|16680|2180|833|0|0|1|0
4|4|3|1|27|19042013|13:28:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|19297|5797|1629|0|0|1|0
4|4|3|1|28|19042013|13:28:00|1|27.OS(1,0,BV).avi|1,0,0|1|0|0|1500|12000|7800|12000|FALSCH|0|16745|4745|799|0|0|1|0
4|4|3|1|29|19042013|13:29:00|1|30.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|10265|2965|738|0|0|1|0
4|4|3|1|30|19042013|13:29:00|1|02.WA(1,0,BV).avi|1,0,0|1|0|0|3000|13500|10300|13500|FALSCH|0|16737|3237|1266|0|0|1|0
4|4|3|1|31|19042013|13:29:00|1|11.OS(0,1,WA).avi|0,1,0|0|1|0|1500|10000|7300|7300|FALSCH|0|9369|2069|856|0|0|1|0
4|4|3|1|32|19042013|13:29:00|1|15.OS(0,1,OS).avi|0,1,1|0|1|1|1000|9000|7300|7300|FALSCH|0|9393|2093|910|0|0|1|0
